,coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,clouds_all,dt,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,snow_3h,weather_1_id,weather_1_main,weather_1_description,weather_1_icon,visibility,sys_type,sys_id,rain_3h,wind_gust,rain_1h,weather_2_id,weather_2_main,weather_2_description,weather_2_icon,snow_1h
naze,7.07,5.43,804,Clouds,overcast clouds,04n,model,295.92,299,295.92,295.92,1010,84,1010,1000,0.82,228,100,1578455837,NG,1578462196,1578504756,3600,2337542,Naze,200,,,,,,,,,,,,,,,,
sungairaya,108.9,0.7,804,Clouds,overcast clouds,04d,model,304.88,309.08,304.88,304.88,1009,58,1009,1007,1.04,17,97,1578455837,ID,1578437283,1578480776,25200,1625908,Sungairaya,200,,,,,,,,,,,,,,,,
torbay,-52.73,47.66,803,Clouds,broken clouds,04n,stations,267.41,261.5,265.93,268.15,1016,73,,,4.1,230,75,1578455838,CA,1578482293,1578513371,-12600,6167817,Torbay,200,,,,,,24140,1,998,,,,,,,,
ishigaki,124.16,24.34,520,Rain,light intensity shower rain,09d,stations,292.15,288.01,292.15,292.15,1021,88,,,9.3,30,75,1578455838,JP,1578436099,1578474633,32400,1861416,Ishigaki,200,,,,,,10000,1,8139,,,,,,,,
fortuna,-124.16,40.6,500,Rain,light rain,10n,stations,281.45,278.99,279.26,282.15,1019,93,,,2.6,150,90,1578455838,US,1578411617,1578445493,-28800,5563839,Fortuna,200,,,,,,16093,1,4127,,,0.25,,,,,
cidreira,-50.22,-30.17,800,Clear,clear sky,01n,model,296.72,296.84,296.72,296.72,1011,71,1011,1011,3.82,89,0,1578455839,BR,1578472063,1578522396,-10800,3466165,Cidreira,200,,,,,,,,,,,,,,,,
norman wells,-126.83,65.28,741,Fog,fog,50n,stations,230.15,225.13,230.15,230.15,1026,64,,,1.5,230,5,1578455839,CA,1578421767,1578436625,-25200,6089245,Norman Wells,200,,,,,,805,1,951,,,,,,,,
cairns,145.77,-16.92,520,Rain,light intensity shower rain,09d,stations,300.88,306.18,298.15,303.15,1009,88,,,2.1,60,90,1578455586,AU,1578426625,1578473731,36000,2172797,Cairns,200,,,,,,10000,1,9490,,,2.29,,,,,
barrow,-60.23,-38.31,800,Clear,clear sky,01n,model,292.82,289,292.82,292.82,1003,37,1003,994,3.73,346,0,1578455839,AR,1578473207,1578526059,-10800,3833859,Barrow,200,,,,,,,,,,,,,,,,
pochutla,-96.47,15.74,800,Clear,clear sky,01n,model,300.05,302.28,300.05,300.05,1016,72,1016,1014,3.1,339,0,1578455840,MX,1578401684,1578442131,-21600,3517970,Pochutla,200,,,,,,,,,,,,,,,,
tabou,-7.36,4.42,800,Clear,clear sky,01n,model,295.67,299.22,295.67,295.67,1011,93,1011,1008,1.14,310,0,1578455840,CI,1578465560,1578508320,0,2281120,Tabou,200,,,,,,,,,,,,,,,,
cabo san lucas,-109.91,22.89,800,Clear,clear sky,01n,stations,290.72,290.34,287.59,293.15,1017,77,,,2.1,210,5,1578455840,MX,1578405702,1578444566,-25200,3985710,Cabo San Lucas,200,,,,,,11265,1,7151,,,,,,,,
yangambi,24.47,0.77,803,Clouds,broken clouds,04n,model,294.55,295.69,294.55,294.55,1009,68,1009,955,0.81,87,84,1578455840,CD,1578457559,1578501038,7200,203717,Yangambi,200,,,,,,,,,,,,,,,,
manokwari,134.08,-0.87,500,Rain,light rain,10d,model,296.78,300.25,296.78,296.78,1008,94,1008,962,2.23,334,100,1578455546,ID,1578431083,1578474886,32400,1636308,Manokwari,200,,,,,,,,,2.94,,,,,,,
garmsar,52.34,35.22,800,Clear,clear sky,01d,model,277.62,273.2,277.62,277.62,1021,57,1021,932,2.86,85,0,1578455841,IR,1578454779,1578490437,12600,32723,Garmsar,200,,,,,,,,,,,,,,,,
gold coast,153.41,-28,800,Clear,clear sky,01d,stations,305.07,305.06,302.15,307.59,1013,58,,,7.2,30,0,1578455841,AU,1578423460,1578473228,36000,2165087,Gold Coast,200,,,,,,10000,1,9486,,,,,,,,
cuamba,36.54,-14.8,804,Clouds,overcast clouds,04d,model,292.66,295.36,292.66,292.66,1012,97,1012,940,0.78,5,100,1578455842,MZ,1578453082,1578499720,7200,1047660,Cuamba,200,,,,,,,,,,,,,,,,
katobu,122.53,-4.94,501,Rain,moderate rain,10d,model,301.56,305.62,301.56,301.56,1008,78,1008,1000,2.67,259,98,1578455842,ID,1578433452,1578478063,28800,1640972,Katobu,200,,,,,,,,,3.63,,,,,,,
ponta do sol,-46,-20.63,501,Rain,moderate rain,10n,model,294.29,297.28,294.29,294.29,1013,93,1013,916,0.98,270,100,1578455842,BR,1578472252,1578520181,-10800,3453439,Ponta do Sol,200,,,,,,,,,4.25,,,,,,,
serebryanyy bor,124.8,56.8,600,Snow,light snow,13d,model,260.13,256.04,260.13,260.13,1023,96,1023,921,1.14,183,97,1578455842,RU,1578442459,1578467966,32400,2016977,Serebryanyy Bor,200,0.13,,,,,,,,,,,,,,,
kruisfontein,24.73,-34,803,Clouds,broken clouds,04d,model,291.53,291.54,291.53,291.53,1008,91,1008,977,3.32,28,84,1578455843,ZA,1578453507,1578504966,7200,986717,Kruisfontein,200,,,,,,,,,,,,,,,,
velizh,31.2,55.61,804,Clouds,overcast clouds,04n,model,272.46,267.17,272.46,272.46,1024,90,1024,1004,4.3,234,100,1578455843,RU,1578464459,1578490907,10800,475955,Velizh,200,,,,,,,,,,,,,,,,
saint anthony,-111.68,43.97,800,Clear,clear sky,01n,stations,269.06,265.29,265.93,274.15,1016,86,,,1.5,50,1,1578455843,US,1578409257,1578441861,-25200,5606187,Saint Anthony,200,,,,,,16093,1,5735,,,,,,,,
lagoa,-8.45,37.14,800,Clear,clear sky,01n,stations,283.15,279.91,281.15,285.93,1028,81,,,3.6,20,0,1578455844,PT,1578469664,1578504740,0,2267254,Lagoa,200,,,,,,10000,1,6892,,,,,,,,
roald,6.12,62.58,501,Rain,moderate rain,10n,stations,278.48,268.08,274.82,281.48,984,75,,,12.3,250,100,1578455844,NO,1578473913,1578493495,3600,3141667,Roald,200,,,,,,10000,1,1602,3.88,18,,,,,,
dingli,75.51,28.39,500,Rain,light rain,10d,model,286.02,283.47,286.02,286.02,1016,88,1016,984,4.08,67,60,1578455844,IN,1578448274,1578485817,19800,1259693,Dingli,200,,,,,,,,,0.56,,,,,,,
strezhevoy,77.6,60.73,803,Clouds,broken clouds,04d,stations,253.15,248.09,253.15,253.15,1025,83,,,2,210,60,1578455845,RU,1578455628,1578477460,25200,1490796,Strezhevoy,200,,,,,,10000,1,8986,,,,,,,,
weligama,80.42,5.97,803,Clouds,broken clouds,04d,model,299.89,303.35,299.89,299.89,1013,74,1013,1009,1.56,66,58,1578455845,LK,1578444641,1578487092,19800,1223738,Weligama,200,,,,,,,,,,,,,,,,
aketi,23.78,2.74,803,Clouds,broken clouds,04n,model,294.32,293.74,294.32,294.32,1009,50,1009,953,1.02,38,63,1578455845,CD,1578457919,1578501010,7200,220448,Aketi,200,,,,,,,,,,,,,,,,
kajaani,27.73,64.22,804,Clouds,overcast clouds,04n,stations,275.15,268.62,275.15,275.15,993,93,,,6.7,190,90,1578455845,FI,1578469994,1578487038,7200,654901,Kajaani,200,,,,,,10000,1,1344,,,,,,,,
cape coast,-1.24,5.11,804,Clouds,overcast clouds,04n,model,299.68,301.23,299.68,299.68,1011,79,1011,1011,4.95,251,85,1578455846,GH,1578464159,1578506782,0,2302357,Cape Coast,200,,,,,,,,,,,,,,,,
poronaysk,143.1,49.22,800,Clear,clear sky,01d,model,266.58,262.34,266.58,266.58,1012,69,1012,1005,1.56,130,0,1578455846,RU,1578435683,1578465955,39600,2121909,Poronaysk,200,,,,,,,,,,,,,,,,
dobryatino,41.32,55.51,600,Snow,light snow,13n,model,269.02,263.9,269.02,269.02,1024,94,1024,1006,3.6,215,100,1578455846,RU,1578461995,1578488512,10800,565774,Dobryatino,200,0.31,,,,,,,,,,,,,,,
tazovskiy,78.7,67.47,600,Snow,light snow,13n,model,259.52,252.66,259.52,259.52,1013,94,1013,1011,5.03,261,93,1578455847,RU,1578461901,1578470658,18000,1489853,Tazovskiy,200,0.19,,,,,,,,,,,,,,,
saint-augustin,-73.98,45.63,804,Clouds,overcast clouds,04n,stations,269.31,264.95,267.04,270.93,1011,73,,,2.1,50,90,1578455847,CA,1578400555,1578432462,-18000,6138501,Saint-Augustin,200,,,,,,40233,1,861,,,,,,,,
vanavara,102.28,60.35,803,Clouds,broken clouds,04d,model,255.72,250.96,255.72,255.72,1024,97,1024,981,1.8,260,72,1578455848,RU,1578449500,1578471737,25200,2013727,Vanavara,200,,,,,,,,,,,,,,,,
tafresh,50.01,34.69,800,Clear,clear sky,01d,model,271.36,267.11,271.36,271.36,1022,54,1022,794,1.72,95,0,1578455848,IR,1578455259,1578491076,12600,113636,Tafresh,200,,,,,,,,,,,,,,,,
roros,11.38,62.57,802,Clouds,scattered clouds,03n,stations,277.15,270.77,277.15,277.15,981,86,,,6.7,200,39,1578455848,NO,1578472645,1578492237,3600,3141332,Roros,200,,,,,,,1,1655,,11.8,,,,,,
rio de jesus,-81.16,7.98,800,Clear,clear sky,01n,model,296.1,298.48,296.1,296.1,1013,81,1013,1004,1.55,14,0,1578455848,PA,1578397209,1578439254,-18000,3701882,Rio de Jesus,200,,,,,,,,,,,,,,,,
pedernales,-80.05,0.07,802,Clouds,scattered clouds,03n,model,296.33,299.56,296.33,296.33,1014,92,1014,993,1.96,239,28,1578455849,EC,1578396157,1578439774,-18000,3653307,Pedernales,200,,,,,,,,,,,,,,,,
ocampo,-102.4,27.32,803,Clouds,broken clouds,04n,model,279.99,275.07,279.99,279.99,1025,32,1025,857,2.81,128,71,1578455849,MX,1578404434,1578442228,-21600,3994534,Ocampo,200,,,,,,,,,,,,,,,,
kamenka,28.7,48.03,800,Clear,clear sky,01n,stations,264.26,260.18,264.26,264.26,1030,89,,,1.42,335,0,1578455850,MD,1578462842,1578493725,7200,618453,Kamenka,200,,,,,,,3,2012853,,,,,,,,
el calvario,-73.71,4.35,701,Mist,mist,50n,stations,283.15,282.5,283.15,283.15,1029,100,,,1,,20,1578455850,CO,1578395059,1578437828,-18000,3684770,El Calvario,200,,,,,,2000,1,8582,,,,,,,,
broome,1.45,52.47,804,Clouds,overcast clouds,04n,stations,285.51,280.24,284.26,286.15,1016,87,,,7.7,240,100,1578455850,GB,1578470561,1578499090,0,2656067,Broome,200,,,,,,10000,1,1467,,,,,,,,
husavik,-96.99,50.56,801,Clouds,few clouds,02n,stations,251.23,245.04,250.93,251.48,1029,82,,,3.53,312,24,1578455851,CA,1578407262,1578436802,-21600,5961417,Husavik,200,,,,,,,3,19218,,,,,,,,
malanje,16.35,-9.54,500,Rain,light rain,10n,model,291.14,293.52,291.14,291.14,1013,99,1013,888,0.49,306,100,1578455851,AO,1578458480,1578504016,3600,2239862,Malanje,200,,,,,,,,,0.56,,,,,,,
alofi,-169.92,-19.06,802,Clouds,scattered clouds,03d,model,301.16,303,301.16,301.16,1011,75,1011,1010,4.99,75,44,1578455851,NU,1578415747,1578463334,-39600,4036284,Alofi,200,,,,,,,,,,,,,,,,
estelle,3.47,43.97,800,Clear,clear sky,01n,stations,277.87,274.32,276.48,279.15,1029,93,,,3.1,320,3,1578455852,FR,1578468013,1578500667,3600,2969157,Estelle,200,,,,,,10000,1,6518,,,,,,,,
puerto ayacucho,-67.63,5.66,800,Clear,clear sky,01n,stations,299.15,301.96,299.15,299.15,1012,78,,,2.6,20,0,1578455852,CO,1578393729,1578436238,-14400,3629710,Puerto Ayacucho,200,,,,,,10000,1,8586,,,,,,,,
atambua,124.89,-9.11,803,Clouds,broken clouds,04d,model,301.53,304.27,301.53,301.53,1007,67,1007,973,2.54,302,60,1578455852,ID,1578432464,1578477917,28800,1651103,Atambua,200,,,,,,,,,,,,,,,,
butajira,38.38,8.12,802,Clouds,scattered clouds,03d,model,288.39,285.13,288.39,288.39,1018,77,1018,817,5.22,7,41,1578455853,ET,1578454948,1578496971,10800,341297,Butajira,200,,,,,,,,,,,,,,,,
margate,147.26,-43.03,801,Clouds,few clouds,02d,stations,295.5,289.77,294.15,297.59,1018,49,,,8.7,160,20,1578455853,AU,1578422479,1578477162,39600,2158744,Margate,200,,,,,,10000,1,9545,,,,,,,,
newport,-3,51.59,802,Clouds,scattered clouds,03n,stations,283.81,277.4,283.15,285.15,1019,87,,,8.7,250,40,1578455817,GB,1578471372,1578500415,0,2641598,Newport,200,,,,,,10000,1,1398,,,,,,,,
colares,-9.45,38.8,800,Clear,clear sky,01n,stations,279.79,275.88,275.15,281.48,1030,81,,,3.6,320,0,1578455854,PT,1578470173,1578504711,0,2269142,Colares,200,,,,,,10000,1,6901,,,,,,,,
hami,93.51,42.84,800,Clear,clear sky,01d,model,265.55,261.13,265.55,265.55,1030,52,1030,914,1.44,75,0,1578455854,CN,1578446185,1578479263,28800,1529484,Hami,200,,,,,,,,,,,,,,,,
bethel,-161.76,60.79,801,Clouds,few clouds,02n,stations,244.91,236.72,244.15,245.15,1018,75,,,6.2,20,20,1578455762,US,1578426730,1578448434,-32400,5880568,Bethel,200,,,,,,16093,1,7640,,,,,,,,
tema,-0.01,5.66,721,Haze,haze,50n,stations,299.15,301.51,299.15,299.15,1010,74,,,2.6,270,0,1578455855,GH,1578463918,1578506433,0,2294700,Tema,200,,,,,,3000,1,1126,,,,,,,,
marawi,124.29,8,804,Clouds,overcast clouds,04d,stations,300.37,303.21,300.37,300.37,1010,76,,,3.13,344,99,1578455855,PH,1578434312,1578476357,28800,1701054,Marawi,200,,,,,,,3,2007154,,5.81,,,,,,
kudahuvadhoo,72.89,2.67,804,Clouds,overcast clouds,04d,model,301.19,302.91,301.19,301.19,1012,76,1012,1011,5.36,67,100,1578455855,MV,1578446122,1578489227,18000,1337607,Kudahuvadhoo,200,,,,,,,,,,,,,,,,
port keats,129.55,-14.25,500,Rain,light rain,10d,model,304.64,306.1,304.64,304.64,1006,63,1006,1005,5.87,295,100,1578455855,AU,1578430809,1578477335,34200,2063039,Port Keats,200,,,,,,,,,0.5,,,,,,,
yertsevo,40.09,60.8,500,Rain,light rain,10n,model,274.49,270.08,274.49,274.49,1012,97,1012,991,3.66,207,100,1578455856,RU,1578464663,1578486435,10800,467084,Yertsevo,200,,,,,,,,,0.44,,,,,,,
gemena,19.78,3.25,804,Clouds,overcast clouds,04n,model,294.23,293.39,294.23,294.23,1009,44,1009,964,0.66,12,90,1578455856,CD,1578458929,1578501920,3600,2315728,Gemena,200,,,,,,,,,,,,,,,,
braco do norte,-49.17,-28.27,500,Rain,light rain,10n,model,294.54,298.18,294.54,294.54,1011,98,1011,1002,0.82,236,98,1578455856,BR,1578472069,1578521886,-10800,3469115,Braco do Norte,200,,,,,,,,,0.13,,,,,,,
herat,62.22,34.35,741,Fog,fog,50d,stations,270.15,266.72,270.15,270.15,1025,100,,,1.5,,40,1578455857,AF,1578452278,1578488194,16200,1140026,Herat,200,,,,,,400,1,7366,,,,,,,,
coquimbo,-71.34,-29.95,800,Clear,clear sky,01n,stations,290.15,289.56,290.15,290.15,1015,82,,,2.6,310,0,1578455857,CL,1578477165,1578527434,-10800,3893629,Coquimbo,200,,,,,,10000,1,8514,,,,,,,,
isangel,169.27,-19.55,803,Clouds,broken clouds,04d,stations,303.15,303.96,303.15,303.15,1010,55,,,4.1,140,75,1578455857,VU,1578420688,1578468385,39600,2136825,Isangel,200,,,,,,10000,1,7317,,,,,,,,
suba,103.51,28.73,804,Clouds,overcast clouds,04d,model,275.7,272.61,275.7,275.7,1018,92,1018,839,1.88,81,98,1578455857,CN,1578441598,1578479049,28800,1800475,Suba,200,,,,,,,,,,,,,,,,
kailua,-157.74,21.39,804,Clouds,overcast clouds,04d,stations,297.32,294.42,296.15,298.15,1019,69,,,8.2,60,90,1578455858,US,1578417010,1578456223,-36000,5847486,Kailua,200,,,,,,16093,1,7877,,10.8,,,,,,
kalevala,29.58,64.12,600,Snow,light snow,13n,model,274.78,268.21,274.78,274.78,998,89,998,973,6.55,203,100,1578455858,FI,1578469465,1578486679,7200,650705,Kalevala,200,0.13,,,,,,,,,,,,,,,
yining,114.56,29.04,800,Clear,clear sky,01d,model,282.24,279.79,282.24,282.24,1028,60,1028,997,1.05,52,7,1578455858,CN,1578438986,1578476356,28800,1786538,Yining,200,,,,,,,,,,,,,,,,
sao gabriel da cachoeira,-67.09,-0.13,802,Clouds,scattered clouds,03n,model,297.97,301.39,297.97,297.97,1010,80,1010,998,1.18,307,38,1578455859,BR,1578393026,1578436682,-14400,3662342,Sao Gabriel da Cachoeira,200,,,,,,,,,,,,,,,,
stykkisholmur,-22.73,65.08,600,Snow,light snow,13n,model,270.33,259.26,270.33,270.33,959,86,959,940,12.11,243,100,1578455859,IS,1578482889,1578498371,0,3412888,Stykkisholmur,200,1.31,,,,,,,,,,,,,,,
dingle,122.67,11,500,Rain,light rain,10d,model,300.95,302.52,300.95,300.95,1012,75,1012,996,5.21,43,100,1578455859,PH,1578435004,1578476443,28800,1714733,Dingle,200,,,,,,,,,0.31,,,,,,,
geraldton,-86.95,49.72,803,Clouds,broken clouds,04n,stations,254.15,247.94,254.15,254.15,1012,70,,,3.6,310,75,1578455859,CA,1578404631,1578434613,-18000,5960603,Geraldton,200,,,,,,24140,1,810,,,,,,,,
dzemul,-89.31,21.21,801,Clouds,few clouds,02n,stations,293.13,292.87,292.15,294.26,1024,72,,,2.56,26,20,1578455860,MX,1578400564,1578439813,-21600,3529669,Dzemul,200,,,,,,11265,1,7140,,,,,,,,
cartagena del chaira,-74.84,1.33,800,Clear,clear sky,01n,model,296.71,298.84,296.71,296.71,1013,73,1013,982,1.22,25,6,1578455860,CO,1578395031,1578438399,-18000,3792382,Cartagena del Chaira,200,,,,,,,,,,,,,,,,
brainerd,-94.2,46.36,800,Clear,clear sky,01n,stations,254.91,249.78,253.15,257.15,1024,70,,,2.1,320,1,1578455860,US,1578405566,1578437159,-21600,5019116,Brainerd,200,,,,,,16093,1,5447,,,,,,,,
key west,-96.78,47.93,800,Clear,clear sky,01n,stations,251.15,245.15,249.15,253.71,1026,76,,,3.23,306,1,1578455861,US,1578406545,1578437418,-21600,5059429,Key West,200,,,,,,16093,1,3637,,,,,,,,
kloulklubed,134.26,7.04,803,Clouds,broken clouds,04d,stations,303.15,303.88,303.15,303.15,1009,70,,,7.2,70,75,1578455861,PW,1578431823,1578474060,32400,7671223,Kloulklubed,200,,,,,,24140,1,7901,,13.4,,,,,,
taoudenni,-3.98,22.68,800,Clear,clear sky,01n,model,284.88,278.75,284.88,284.88,1018,25,1018,996,4.67,50,0,1578455861,ML,1578466662,1578505596,0,2450173,Taoudenni,200,,,,,,,,,,,,,,,,
la sarre,-79.2,48.8,600,Snow,light snow,13n,model,269.37,265.43,269.37,269.37,1002,96,1002,963,2.01,257,100,1578455862,CA,1578402538,1578432985,-18000,6050194,La Sarre,200,1.5,,,,,,,,,,,,,,,
zaysan,84.87,47.47,804,Clouds,overcast clouds,04d,model,256.75,252.59,256.75,256.75,1033,71,1033,954,0.79,26,96,1578455862,KZ,1578449232,1578480364,21600,1517060,Zaysan,200,,,,,,,,,,,,,,,,
nador,-2.93,35.17,800,Clear,clear sky,01n,stations,278.44,276.47,277.15,280.15,1028,93,,,1,,0,1578455862,MA,1578468036,1578503717,3600,2541479,Nador,200,,,,,,9000,1,2380,,,,,,,,
nisia floresta,-35.21,-6.09,803,Clouds,broken clouds,04n,stations,299.62,302.89,299.15,300.15,1012,83,,,3.1,120,75,1578455862,BR,1578471207,1578516045,-10800,3393922,Nisia Floresta,200,,,,,,10000,1,8417,,,,,,,,
bathsheba,-59.52,13.22,803,Clouds,broken clouds,04n,stations,299.15,297.94,299.15,299.15,1017,74,,,7.7,100,75,1578455863,BB,1578392549,1578433524,-14400,3374083,Bathsheba,200,,,,,,10000,1,8772,,,,,,,,
mount pleasant,-94.97,33.16,800,Clear,clear sky,01n,stations,277.02,273.25,274.82,280.15,1029,56,,,1.8,201,1,1578455863,US,1578403431,1578439663,-21600,4712933,Mount Pleasant,200,,,,,,16093,1,5235,,,,,,,,
tabas,56.92,33.6,800,Clear,clear sky,01d,stations,272.15,268.46,272.15,272.15,1023,54,,,1,90,0,1578455864,IR,1578453441,1578489575,12600,113659,Tabas,200,,,,,,,1,7487,,,,,,,,
vila velha,-38.6,-3.71,802,Clouds,scattered clouds,03n,stations,301.64,305.8,300.37,303.15,1012,78,,,2.6,350,40,1578455864,BR,1578472258,1578516622,-10800,6320062,Vila Velha,200,,,,,,10000,1,8363,,,,,,,,
camabatela,15.37,-8.19,804,Clouds,overcast clouds,04n,model,289.88,291.65,289.88,289.88,1012,97,1012,877,0.45,311,100,1578455864,AO,1578458852,1578504114,3600,2242885,Camabatela,200,,,,,,,,,,,,,,,,
sept-iles,-66.38,50.2,800,Clear,clear sky,01n,stations,251.15,244.04,251.15,251.15,1013,83,,,4.85,267,5,1578455864,CA,1578399821,1578429546,-18000,6144312,Sept-Iles,200,,,,,,24140,1,1013,,,,,,,,
obo,26.49,5.39,800,Clear,clear sky,01n,model,293.71,290.81,293.71,293.71,1010,32,1010,937,2.07,20,1,1578455865,CF,1578457530,1578500097,3600,236950,Obo,200,,,,,,,,,,,,,,,,
luderitz,15.16,-26.65,804,Clouds,overcast clouds,04n,stations,289.15,288.62,289.15,289.15,1010,100,,,3.6,190,100,1578455865,NA,1578456834,1578506234,7200,3355672,Luderitz,200,,,,,,,1,2260,,,,,,,,
namatanai,152.44,-3.66,500,Rain,light rain,10d,model,303,305.92,303,303,1005,72,1005,1004,4.34,259,23,1578455865,PG,1578426399,1578470755,36000,2090021,Namatanai,200,,,,,,,,,2.31,,,,,,,
bikaner,73.32,28.02,802,Clouds,scattered clouds,03d,model,285.49,282.89,285.49,285.49,1016,86,1016,988,3.8,10,46,1578455866,IN,1578448753,1578486389,19800,1275665,Bikaner,200,,,,,,,,,,,,,,,,
duluth,-92.13,46.77,804,Clouds,overcast clouds,04n,stations,256.22,247.47,253.71,258.15,1023,54,,,7.2,320,90,1578455778,US,1578405161,1578436570,-21600,5024719,Duluth,200,,,,,,16093,1,3903,,10.3,,,,,,
quatre cocos,57.76,-20.21,802,Clouds,scattered clouds,03d,stations,298.66,303.62,298.15,299.15,1012,94,,,1.63,236,40,1578455866,MU,1578447387,1578495227,14400,1106643,Quatre Cocos,200,,,,,,10000,1,2061,,,,,,,,
kovdor,30.47,67.56,804,Clouds,overcast clouds,04n,model,272.33,265.56,272.33,272.33,990,91,990,954,6.42,188,100,1578455866,RU,1578473632,1578482084,10800,543508,Kovdor,200,,,,,,,,,,,,,,,,
half moon bay,-122.43,37.46,804,Clouds,overcast clouds,04n,stations,282.86,280.49,280.37,285.15,1021,87,,,2.6,290,90,1578455867,US,1578410672,1578445607,-28800,5354943,Half Moon Bay,200,,,,,,14484,1,4322,,,,,,,,
omboue,9.26,-1.57,804,Clouds,overcast clouds,04n,model,297.43,302.52,297.43,297.43,1009,93,1009,1005,0.28,15,88,1578455867,GA,1578460980,1578504920,3600,2396853,Omboue,200,,,,,,,,,,,,,,,,
xining,101.77,36.62,804,Clouds,overcast clouds,04d,model,268.51,263.94,268.51,268.51,1021,48,1021,757,1.79,289,97,1578455868,CN,1578443130,1578478353,28800,1788852,Xining,200,,,,,,,,,,,,,,,,
port augusta,137.76,-32.49,800,Clear,clear sky,01d,stations,307.85,305.71,306.15,309.82,1012,26,,,4.1,140,0,1578455868,AU,1578426591,1578477611,37800,2063056,Port Augusta,200,,,,,,8000,1,9613,,,,,,,,
takoradi,-1.75,4.89,804,Clouds,overcast clouds,04n,model,298.23,300.59,298.23,298.23,1011,80,1011,1010,2.88,268,88,1578455868,GH,1578464260,1578506927,0,2294915,Takoradi,200,,,,,,,,,,,,,,,,
buta,24.73,2.79,801,Clouds,few clouds,02n,model,292.44,292.38,292.44,292.44,1010,55,1010,959,0.16,247,18,1578455869,CD,1578457696,1578500777,7200,217570,Buta,200,,,,,,,,,,,,,,,,
gramoteino,86.38,54.53,600,Snow,light snow,13d,model,260.9,256.59,260.9,260.9,1032,96,1032,1000,1.53,169,100,1578455869,RU,1578450841,1578478031,25200,1506192,Gramoteino,200,0.38,,,,,,,,,,,,,,,
yemelyanovo,92.69,56.17,803,Clouds,broken clouds,04d,stations,265.15,259.91,265.15,265.15,1028,78,,,3,250,75,1578455869,RU,1578449917,1578475925,25200,1486031,Yemelyanovo,200,,,,,,10000,1,8957,,,,,,,,
progreso,-56.22,-34.68,800,Clear,clear sky,01n,stations,292.1,289.31,292.04,292.15,1008,42,,,2.6,30,0,1578455870,UY,1578472841,1578524498,-10800,3440963,Progreso,200,,,,,,10000,1,8713,,,,,,,,
bilma,12.92,18.69,802,Clouds,scattered clouds,03n,model,284.5,278.38,284.5,284.5,1019,36,1019,966,5.3,23,42,1578455870,NE,1578462158,1578501985,3600,2446796,Bilma,200,,,,,,,,,,,,,,,,
hovd,10.7,63.83,803,Clouds,broken clouds,04n,stations,279.84,271.72,277.59,281.48,979,61,,,8.7,190,75,1578455870,NO,1578473749,1578491460,3600,7626384,Hovd,200,,,,,,10000,1,1676,,,,,,,,
puerto madryn,-65.04,-42.77,801,Clouds,few clouds,02n,model,296.39,285.23,296.39,296.39,995,18,995,987,12.64,269,12,1578455870,AR,1578473521,1578528053,-10800,3840092,Puerto Madryn,200,,,,,,,,,,,,,,,,
necochea,-58.74,-38.55,800,Clear,clear sky,01n,stations,291.11,287.71,289.82,292.59,994,32,,,2.24,315,0,1578455871,AR,1578472807,1578525743,-10800,3430443,Necochea,200,,,,,,,3,264914,,3.13,,,,,,
whitehorse,-135.06,60.72,600,Snow,light snow,13n,stations,250.27,244.34,250.15,250.37,1005,76,,,3.1,350,90,1578455713,CA,1578420287,1578442057,-28800,6180550,Whitehorse,200,,,,,,4828,1,983,,,,,,,,
samarai,150.67,-10.62,804,Clouds,overcast clouds,04d,model,303.69,305.97,303.69,303.69,1006,62,1006,991,3.77,126,100,1578455871,PG,1578426120,1578471884,36000,2132606,Samarai,200,,,,,,,,,,,,,,,,
abu dhabi,54.37,24.47,800,Clear,clear sky,01d,stations,287.62,284.54,287.15,288.15,1018,93,,,5.89,52,0,1578455872,AE,1578452866,1578491375,14400,292968,Abu Dhabi,200,,,,,,9000,1,7533,,,,,,,,
youghal,-7.85,51.95,803,Clouds,broken clouds,04n,stations,281.46,279.13,280.15,282.59,1019,87,,,2.1,220,75,1578455872,IE,1578472639,1578501477,0,2960869,Youghal,200,,,,,,10000,1,1563,,,,,,,,
ahipara,173.16,-35.17,802,Clouds,scattered clouds,03d,stations,296.48,297.33,296.48,296.48,1015,58,,,0.89,112,46,1578455872,NZ,1578417680,1578469525,46800,2194098,Ahipara,200,,,,,,,3,2016422,,2.68,,,,,,
izazi,35.72,-7.24,802,Clouds,scattered clouds,03d,stations,292.15,294.11,292.15,292.15,1019,88,,,0.58,28,40,1578455872,TZ,1578454063,1578499133,10800,158825,Izazi,200,,,,,,10000,1,2611,,,,,,,,
alfenas,-45.95,-21.43,501,Rain,moderate rain,10n,model,293.97,296.91,293.97,293.97,1013,94,1013,916,0.96,270,100,1578455873,BR,1578472147,1578520262,-10800,3472603,Alfenas,200,,,,,,,,,5.31,,,,,,,
kodiak,-94.76,39.95,800,Clear,clear sky,01n,stations,274.12,269.33,272.59,275.37,1023,64,,,3.1,290,1,1578455873,US,1578404447,1578438547,-21600,4407665,Kodiak,200,,,,,,16093,1,4042,,,,,,,,
